unique_id,dreams
14065L,Boss was comforting me
14659L,traveling with friends
15939L,"With siblings and cousins, eating desserts"
16582L,Being late
18151L,teeth becoming crooked
10238L,"In one I was waiting for my boyfriend to come home, but he never did. I think I had another about being abandoned too."
12783L,"It was kind of like toy story, where toys were alive and I was trying to save them."
14470L,It was work related. My old co-worker was in the dream. I do not remember many details.
10098L,Active dreams but not nightmares
11000L,I was looking at the younger version of myself back when I was chubby and ugly.
11004L,alleys and hills
11583L,I was living with tennagers underground in muddy tunnels in the earth. I regretted choosing to live there.
16153L,Something about a gun-probably from watching '9-1-1' on Hulu.
11869L,"I had a couple of dreams. One involved seeing dead people in the dream (never seen before) who has past and trying to figure out a mystery. Mild ""witch craft"" components, which may be due to having binge watched Motherland: Fort Salem this past week."
12062L,I had a couple of dreams but I remembered then right when I woke up and now I don't. I woke up at 8am and then fell back asleep and had another dream.
13604L,"I dreamed I was at a board game convention and one uncle and his family plus my grandparents (one who is deceased) were there, too."
14036L,I was cutting apart steel drums
14471L,"I had a third cat, but couldn't find him."
14602L,Weird anxiety dreams
15864L,"I was trying to go back to China, the country I study in. They had announced that there'd be a special one-time flight from UAE (where I'm stuck now) to China and it was basically on a first-come-first-served basis. So me and another friend of mine (who, irl, I haven't met in forever) try to get to the airport. But things keep going wrong one after the other and we don't make it. But later we find out that the flight we missed ended up crashing and everyone abroad lost their lives."
16161L,I was at my college friend's house and met all his siblings and parents. Some of my other college friends were there too. We slept in sleeping bags on the floor of his house. We also went to a pool that I think was my current hometown's pool.
