unique_id,sleepdiary_dreamcontent
14082S,"'I dreamt I was living in my current apartment, it was just laid out differently with the bedroom kind of open to the livingroom. There was just a knee wall. I was spending a LOT of time with the door open. I was purging a lot of stuff,  carrying it oi ut to the trash or my car. This was present time. We were in the middle of a pandemic in my dream. There was a cleaning/ delivery crew employed by my apartment complex. They were responsible for cleaning hallways/grounds and delivering things that we ordered online. I was in the hallway sorting some stuff and one of the cleaning crew was pushing her cart and I let her by. She peeked into my apartment and said ""did you just move in?"" Um.. no? I've lived here 3 years? But I didn't recognize her either so I thought it was ok.. she then started crying and saying she was so scared of getting this virus and she'd been promised a raise twice already and never got it. Then one of her coworkers came and delivered a ""package"" for me. It was a whole cart. And only 2 boxes were what I ordered. The rest were like bags and files that belonged to someone else. The person that delivered my cart started to console the crying woman and I took the cart into my apartment, but left the door open. (Leaving my door open in this dream really bothers me. I would never leave my door open and I had a neighbor that did this and it made me SO uncomfortable) While I'm going through the stuff on this cart, I find a bunch of stuff belonging to Valerie. Valerie used to be my old property manager but she quit a year or so ago. There was mail, opened and unopened with her name and a bank bag. The bank bag was apparently used by the delivery crew to keep track of when they delivered to the certain person's bank bag and there was a bunch of cash stuffed in between papers. Randomly thr oi without the bag. $10 here, flip though papers and see $20, a small wad, keep flipping.. see more papers then more cash. I saw this and thought.. is Valerie living here? She quit her job and is just a tenant? And why is there so much cash in here!? I kept looking though the cart and saw a bank bag that was mine. I rarely had any deliveries, but this bag still had a bunch of papers and cash in it. I thought this was so weird.. but I guess I just couldn't or didn't want to read the papers. I just knew they were some kind of internal receipts for the delivery people. As I'm trying to figure out why there was so much cash and realizing that maybe the delivery person didn't mean to give me this whole cart.. Valerie and my friend that lives in a different town 2 hours away show up in my livingroom. They say the place is looking good. They give me advice on where to move things and then Valerie asks where my dog is. I said he's asleep on my bed. I can't believe that he hasn't come out yet! And then she goes over to the bedroom and tries to pet him over the knee wall and he lunges at her. He's naroing and growling and I'm trying to get him to calm down. But she's not intimidated, she keeps trying to pet him! I was like.. please stop?! What if he bites you? Leave him alone! And then I woke up.'"
9254L,"'I dreamt I was making a documentary about how bodies are recovered after a virus hits an African country. The country wasn't specified and bodies were found anywhere; young and old. It was very matter of fact, no PPE was used, just body tags. The finder would tag the body and relay where it was to a base and the. Another group would retrieve the body.'"
26286S,'I dreamt I was meeting some of my running friends to run but I realize I had my flip-flops on and I could not run.I woke up'
22241L,"'I dreamt I was moving abroad with my family, my mom, sister and her wife. It seemed like I was going along to support them, I didn't want to. I was worried about leaving my boyfriend and remember some packing scenes.'"
20102L,"'I dreamt I was on a cruise ship. The ship was in Greece then we traveled to NYC. The waters in Greece were beautiful. The waters in NYC were still clear blue but choppy. The ship appeared to be sinking as we were docking the boat in NYC. However, the captain reassured me that we would come back up. He was correct and we docked safely.'"
5075L,"'I dreamt I was on a frisbee team that I was on a couple of years ago, but there were some other friends from college on the team as well. And we were making up cheers for each person, and one of my friends from college was super good at coming up with rhyming cheers on the spot'"
5691S,'I dreamt I was on a run and someone else on a run did something rude to other people on a run (like cut them off or something) and the other people got mad at him.  There was more before that but I don't remember.'
4111S,"'I dreamt I was on a survival and evasion training in the military and my group was trying to evade the ""enemy"" troops. We were hiking along ridge lines and camping in discreet ways. There was a giant waterfall at some point that we found.'"
11187L,'I dreamt I was on a tour of a school by myself. The leader was showing me around and continued to go up steps. I can't remember what she was saying but she was talking. I do remember she was trying to get me to the other side of campus. I kept saying how appreciative I was of the tour. We saw a group of kids during like a radio or communications  class as they were split into duos and had microphones.'
22286S,'I dreamt I was on a work trip on a Friday. I thought in my dream that I could take a two day weekend vacation to Los Angeles.'
22417L,'I dreamt I was on a zoom call with a company that is involved in our research study'
29746S,'I dreamt I was on vacation with some friends at a spa and then we took a cruise.   We were a lot younger in the dream.'
23055L,"'I dreamt I was opponent of an up-coming thesis and wasn´t prepared at all. Very scary,  I will start to prepare today to avoid last minute panic!'"
21486S,'I dreamt I was organising my work and it was very complicated. When I woke up I tried to sort it out but couldn´t do that. I was relieved it was a dream.'
14293S,'I dreamt I was out shopping & my throat hurt & I had a fever. I was so scared I was sick but I didn't want anyone around me to know. I was trying to hide my cough. I was trying to get to my car so I could go home. I was scared I was going to die.'
